day,hedge_stock,action,stocks,new_allocation$,new_quantity,target_price,signal
29,VTR,short to hedge,PGR,-18.573334024850734,-0.2916208827893034,63.69,-99.0
29,VTR,short to hedge,PGRE,-239.29001192985484,-16.922914563638955,14.14,-99.0
29,VTR,short to hedge,PK,-88.57945870639536,-2.919560273777039,30.34,-99.0
29,VTR,short to hedge,PLD,-266.6703121095678,-3.9849120159827827,66.92,-99.0
29,VTR,short to hedge,PNC,-175.64121441891967,-1.3234964540646497,132.71,-99.0
29,VTR,short to hedge,PNFP,-247.68953486755836,-4.55144312509295,54.42,-99.0
29,VTR,short to hedge,PRU,-91.62418077162509,-1.0064167483702229,91.04,-99.0
29,VTR,short to hedge,PSA,-321.39821350704915,-1.5400010230332974,208.7,-99.0
29,VTR,short to hedge,R,-133.6298333286399,-2.5010262648070354,53.43,-99.0
29,VTR,short to hedge,RE,-105.18567892326476,-0.4903761255163858,214.5,-99.0
29,VTR,short to hedge,REG,-341.1202047960278,-5.398325760342266,63.19,-99.0
29,VTR,short to hedge,RF,-201.2533426012565,-12.721450227639474,15.82,-99.0
29,VTR,short to hedge,RGA,-129.6436580436749,-0.8883962039585752,145.93,-99.0
29,VTR,short to hedge,RJF,-77.02038046934689,-1.0120943557075808,76.1,-99.0
29,VTR,short to hedge,RLGY,-15.621274162324829,-0.8644866719604222,18.07,-99.0
29,VTR,short to hedge,RNR,-3.317834184399205,-0.025671883197146434,129.24,-99.0
29,VTR,short to hedge,RPAI,-130.2664548030283,-10.855537900252358,12.0,-99.0
29,VTR,short to hedge,RYN,-272.1486251425806,-8.615024537593563,31.59,-99.0
29,VTR,short to hedge,SBAC,-149.58181723219028,-0.8924396947210206,167.61,-99.0
29,VTR,short to hedge,SBNY,-87.06249992622315,-0.7496340617033163,116.14,-99.0
29,VTR,short to hedge,SC,-97.86803029799496,-5.267385914854412,18.58,-99.0
29,VTR,short to hedge,SCHW,-169.61104563712445,-3.7800545049504004,44.87,-99.0
